OBJECTID,SE_ANNO_CAD_DATA,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,x,y
620,System.Byte[],usa,na,Cabeza De Perro,no,no,No,na, ,,Cabeza De Perro,care,usn,PR,-65.5777504599999,18.2482719380001
621,System.Byte[],usa,na,Pico Del Este - AFWTF,no,no,No,na, ,,Pico Del Este - AFWTF,clsd,usn,PR,-65.7586796739999,18.268772342
622,System.Byte[],usa,na,NSGA Sabana Seca PR,no,no,No,na, ,,NSGA Sabana Seca PR,clsd,usn,PR,-66.188148289,18.427199977
623,System.Byte[],usa,na,Det Concord (BRAC),no,no,No,na, ,,Det Concord (BRAC),care,usn,CA,-121.979461652,37.9922479360001
624,System.Byte[],usa,na,NAS JRB Willow Grove PA,no,no,No,na, ,,NAS JRB Willow Grove PA,care,usn,PA,-75.147899555,40.199783718
625,System.Byte[],usa,na,CSO NAS South Weymouth,no,no,No,na, ,,CSO NAS South Weymouth,care,usn,MA,-70.933754412,42.156113621
626,System.Byte[],usa,na,NAS Brunswick ME,no,no,No,na, ,,NAS Brunswick ME,care,usn,ME,-69.932531064,43.886292294
627,System.Byte[],usa,na,Barry M Goldwater Range,no,no,No,na, ,,Barry M Goldwater Range,act,usaf,AZ,-112.728195466,32.8901595670001
628,System.Byte[],usa,na,Gen Mitchell IAP,no,no,No,na, ,,Gen Mitchell IAP,act,airNationalGuard,WI,-87.887945508,42.940411295
629,System.Byte[],usa,na,Duluth IAP,no,no,No,na, ,,Duluth IAP,act,airNationalGuard,MN,-92.172128261,46.844953812
630,System.Byte[],usa,na,Mansfield Lahm Airport ANG 179th AW,no,no,No,na, ,,Mansfield Lahm Airport ANG 179th AW,act,airNationalGuard,OH,-82.516872058,40.8125631340001
631,System.Byte[],usa,na,Alpena County Regional Airport,no,no,No,na, ,,Alpena County Regional Airport,act,airNationalGuard,MI,-83.5700561739999,45.084393629
632,System.Byte[],usa,na,Point Arena Air Force Station,no,no,No,na, ,,Point Arena Air Force Station,care,usaf,CA,-123.546579136,38.8918400420001
633,System.Byte[],usa,na,McClellan AFB,no,no,No,na, ,,McClellan AFB,clsd,usaf,CA,-121.394469926,38.664486518
634,System.Byte[],usa,na,Malmstrom Air Force Base,no,yes,No,na, ,,Malmstrom Air Force Base,act,usaf,MT,-111.182557531,47.5058738370001
635,System.Byte[],usa,na,Fort Smith Map,no,no,No,na, ,,Fort Smith Map,act,airNationalGuard,AR,-94.093597851,35.2565937800001
636,System.Byte[],usa,na,Tucson IAP,no,no,No,na, ,,Tucson IAP,act,airNationalGuard,AZ,-110.949250831,32.131404054
637,System.Byte[],usa,na,Hector IAP,no,no,No,na, ,,Hector IAP,act,airNationalGuard,ND,-96.8044233749999,46.913702958
638,System.Byte[],usa,na,McEntire Joint National Guard Base,no,no,No,na, ,,McEntire Joint National Guard Base,act,airNationalGuard,SC,-80.800336003,33.922662428
639,System.Byte[],usa,na,Minot Air Force Base,no,yes,No,na, ,,Minot Air Force Base,act,usaf,ND,-101.32274284,48.4153580980001
640,System.Byte[],usa,na,Fresno Yosemite International ANG,no,no,No,na, ,,Fresno Yosemite International ANG,act,airNationalGuard,CA,-119.71000318,36.7665351220001
641,System.Byte[],usa,na,Great Falls IAP,no,no,No,na, ,,Great Falls IAP,act,airNationalGuard,MT,-111.364979611,47.476545619
642,System.Byte[],usa,na,Atlantic City IAP,no,no,No,na, ,,Atlantic City IAP,act,airNationalGuard,NJ,-74.4339654519999,39.706466413
643,System.Byte[],usa,na,Montgomery Regional Airport ANGB,no,no,No,na, ,,Montgomery Regional Airport ANGB,act,airNationalGuard,AL,-86.401429123,32.3047051930001
644,System.Byte[],usa,na,MCLAUGHLIN ANGB,no,no,No,na, ,,MCLAUGHLIN ANGB,act,airNationalGuard,WV,-81.5895194249999,38.373194428
645,System.Byte[],usa,na,New Castle Airport,no,no,No,na, ,,New Castle Airport,act,airNationalGuard,DE,-75.596900005,39.6864814050001
646,System.Byte[],usa,na,Jacksonville IAP,no,no,No,na, ,,Jacksonville IAP,act,airNationalGuard,FL,-81.705440283,30.4863923140001
647,System.Byte[],usa,na,Hancock Field,no,no,No,na, ,,Hancock Field,act,airNationalGuard,NY,-76.103331409,43.102747869
648,System.Byte[],usa,na,Bangor IAP,no,no,No,na, ,,Bangor IAP,act,airNationalGuard,ME,-68.824617312,44.8155682030001
649,System.Byte[],usa,na,General Wayne A Downing Peoria IAP,no,no,No,na, ,,General Wayne A Downing Peoria IAP,act,airNationalGuard,IL,-89.702663711,40.6611125360001
650,System.Byte[],usa,na,Hulman Fld,no,no,No,na, ,,Hulman Fld,act,airNationalGuard,IN,-87.294952408,39.454542755
651,System.Byte[],usa,na,Toledo/Exp Airport,no,no,No,na, ,,Toledo/Exp Airport,act,airNationalGuard,OH,-83.789452379,41.585259723
652,System.Byte[],usa,na,Truax ANGB,no,no,No,na, ,,Truax ANGB,act,airNationalGuard,WI,-89.336106429,43.130656102
653,System.Byte[],usa,na,Sioux Gateway Airport (ANG),no,no,No,na, ,,Sioux Gateway Airport (ANG),act,airNationalGuard,IA,-96.373199461,42.393248815
654,System.Byte[],usa,na,Francis S Gabreski Airport,no,no,No,na, ,,Francis S Gabreski Airport,act,airNationalGuard,NY,-72.643413255,40.83698897
655,System.Byte[],usa,na,Volk ANGB,no,no,No,na, ,,Volk ANGB,act,airNationalGuard,WI,-90.050909455,44.2345912870001
656,System.Byte[],usa,na,Hardwood Range,no,yes,No,na, ,,Hardwood Range,act,airNationalGuard,WI,-90.054046827,44.2345912870001
657,System.Byte[],usa,na,Smoky Hill ANG Range,no,no,No,na, ,,Smoky Hill ANG Range,act,airNationalGuard,KS,-97.8316970669999,38.6986730150001
658,System.Byte[],usa,na,Capital Airport,no,no,No,na, ,,Capital Airport,act,airNationalGuard,IL,-89.6677190949999,39.847893749
659,System.Byte[],usa,na,Salt Lake City IAP,no,no,No,na, ,,Salt Lake City IAP,act,airNationalGuard,UT,-111.956659778,40.789635166
660,System.Byte[],usa,na,Goldwater ANGB,no,no,No,na, ,,Goldwater ANGB,act,airNationalGuard,AZ,-112.011682901,33.4258330530001
661,System.Byte[],usa,na,Portland IAP ANG,no,no,No,na, ,,Portland IAP ANG,act,airNationalGuard,OR,-122.595521933,45.5783795030001
662,System.Byte[],usa,na,Lincoln Map,no,no,No,na, ,,Lincoln Map,act,airNationalGuard,NE,-96.7538721769999,40.841020615
663,System.Byte[],usa,na,Rickenbacker,no,no,No,na, ,,Rickenbacker,act,airNationalGuard,OH,-82.944119491,39.81273228
664,System.Byte[],usa,na,Quonset State Airport,no,no,No,na, ,,Quonset State Airport,act,airNationalGuard,RI,-71.420584773,41.596635012
665,System.Byte[],usa,na,Ellington Field Joint Reserve Base,no,yes,No,na, ,,Ellington Field Joint Reserve Base,act,airNationalGuard,TX,-95.170544557,29.6165180030001
666,System.Byte[],usa,na,Stewart IAP,no,no,No,na, ,,Stewart IAP,act,airNationalGuard,NY,-74.084345355,41.5014052820001
667,System.Byte[],usa,na,Pease ANGB NH,no,no,No,na, ,,Pease ANGB NH,act,airNationalGuard,NH,-70.8187308,43.0890854940001
668,System.Byte[],usa,na,Arbuckle Airfield,no,no,No,na, ,,Arbuckle Airfield,act,usaf,FL,-81.34506085,27.651653185
669,System.Byte[],usa,na,Avon Park AF Range,no,no,No,na, ,,Avon Park AF Range,act,usaf,FL,-81.2767274879999,27.6469182000001
670,System.Byte[],usa,na,NGA Arnold Site,no,no,No,na, ,,NGA Arnold Site,act,usaf,MO,-90.398601769,38.416180173
671,System.Byte[],usa,na,Jacksonville FL Maint,no,no,No,na, ,,Jacksonville FL Maint,act,usmcr,FL,-81.621509073,30.405374114
672,System.Byte[],usa,na,Dania Beach (Lauderdale),no,no,No,na, ,,Dania Beach (Lauderdale),act,usn,FL,-80.109984039,26.0920844190001
673,System.Byte[],usa,na,Naval Research Laboratory – Stennis Space Center,no,yes,No,na, ,,Naval Research Laboratory – Stennis Space Center,act,usn,MS,-89.602669718,30.3795221940001
674,System.Byte[],usa,na,Dredgers Key-Sigsbee,no,no,No,na, ,,Dredgers Key-Sigsbee,act,usn,FL,-81.7775970769999,24.5771025240001
675,System.Byte[],usa,na,Forbes Field ANG,no,no,No,na, ,,Forbes Field ANG,act,airNationalGuard,KS,-95.680827253,38.960827453
676,System.Byte[],usa,na,Air Force Plant 6,no,no,No,na, ,,Air Force Plant 6,act,usaf,GA,-84.531710533,33.9293226880001
677,System.Byte[],usa,na,Eareckson Air Station,no,yes,No,na, ,,Eareckson Air Station,act,usaf,AK,174.107140074,52.7210369060001
678,System.Byte[],usa,na,Kaena Point Space Force Station,no,yes,No,na, ,,Kaena Point Space Force Station,act,usaf,HI,-158.239801144,21.5647149710001
679,System.Byte[],usa,na,Nashville IAP,no,no,No,na, ,,Nashville IAP,act,airNationalGuard,TN,-86.6749712599999,36.1110042190001
680,System.Byte[],usa,na,Birmingham Airport,no,no,No,na, ,,Birmingham Airport,act,airNationalGuard,AL,-86.7541353129999,33.5710592230001
681,System.Byte[],usa,na,Bradley IAP,no,no,No,na, ,,Bradley IAP,act,airNationalGuard,CT,-72.701257089,41.934991704
682,System.Byte[],usa,na,Cheyenne Regional Airport,no,no,No,na, ,,Cheyenne Regional Airport,act,airNationalGuard,WY,-104.821155259,41.1619722720001
683,System.Byte[],usa,na,Des Moines IAP,no,no,No,na, ,,Des Moines IAP,act,airNationalGuard,IA,-93.66603701,41.5443511980001
684,System.Byte[],usa,na,Luis Munoz Marin IAP,no,no,No,na, ,,Luis Munoz Marin IAP,act,usaf,PR,-65.992353716,18.4435232500001
685,System.Byte[],usa,na,Joe Foss Field,no,no,No,na, ,,Joe Foss Field,act,airNationalGuard,SD,-96.738308731,43.5727125000001
686,System.Byte[],usa,na,Jackson IAP Thompson Field,no,no,No,na, ,,Jackson IAP Thompson Field,act,airNationalGuard,MS,-90.082488815,32.3242209420001
687,System.Byte[],usa,na,Martin State Airport,no,no,No,na, ,,Martin State Airport,act,airNationalGuard,MD,-76.4150795429999,39.331805881
688,System.Byte[],usa,na,Memphis IAP,no,no,No,na, ,,Memphis IAP,act,airNationalGuard,TN,-89.966549975,35.025497978
689,System.Byte[],usa,na,Gulfport-Biloxi Regional Airport (ANG),no,no,No,na, ,,Gulfport-Biloxi Regional Airport (ANG),act,airNationalGuard,MS,-89.061208598,30.4107264580001
690,System.Byte[],usa,na,Channel Islands ANG Station,no,no,No,na, ,,Channel Islands ANG Station,act,airNationalGuard,CA,-119.110925292,34.1394600510001
691,System.Byte[],usa,na,Louisville IAP-Standiford FL Site 1,no,no,No,na, ,,Louisville IAP-Standiford FL Site 1,act,airNationalGuard,KY,-85.72379526,38.177988901
692,System.Byte[],usa,na,Reno Tahoe IAP,no,no,No,na, ,,Reno Tahoe IAP,act,airNationalGuard,NV,-119.77512735,39.5001625420001
693,System.Byte[],usa,na,Rosecrans MAP (139AG),no,no,No,na, ,,Rosecrans MAP (139AG),act,airNationalGuard,MO,-94.901792555,39.7666061040001
694,System.Byte[],usa,na,Springfield Beckley,no,no,No,na, ,,Springfield Beckley,act,airNationalGuard,OH,-83.835479162,39.849079686
695,System.Byte[],usa,na,Schenectady ANG MAP,no,no,No,na, ,,Schenectady ANG MAP,act,airNationalGuard,NY,-73.9219290569999,42.852984029
696,System.Byte[],usa,na,Will Rogers World Airport,no,no,No,na, ,,Will Rogers World Airport,act,airNationalGuard,OK,-97.611672972,35.407658623
697,System.Byte[],usa,na,Kingsley Field Cantonement Site 1,no,no,No,na, ,,Kingsley Field Cantonement Site 1,act,airNationalGuard,OR,-121.744189958,42.1603503470001
698,System.Byte[],usa,na,Burlington IAP,no,no,No,na, ,,Burlington IAP,act,airNationalGuard,VT,-73.1454101049999,44.4739168940001
699,System.Byte[],usa,na,Tulsa IAP,no,no,No,na, ,,Tulsa IAP,act,airNationalGuard,OK,-95.874769739,36.217012455
700,System.Byte[],usa,na,Boise Air Terminal,no,no,No,na, ,,Boise Air Terminal,act,airNationalGuard,ID,-116.230828484,43.559524955
701,System.Byte[],usa,na,EWVRA Shepherd Field,no,no,No,na, ,,EWVRA Shepherd Field,act,airNationalGuard,WV,-77.984611832,39.406021502
702,System.Byte[],usa,na,Rome Research Laboratory,no,yes,No,na, ,,Rome Research Laboratory,act,usaf,NY,-75.410864665,43.221638205
703,System.Byte[],usa,na,Savannah/Hilton Head IAP,no,no,No,na, ,,Savannah/Hilton Head IAP,act,airNationalGuard,GA,-81.190696284,32.1232505890001
704,System.Byte[],usa,na,Ramey AF Solar Observatory Research Site,no,no,No,na, ,,Ramey AF Solar Observatory Research Site,act,usaf,PR,-67.099128809,18.509432713
705,System.Byte[],usa,na,Verona Defense Fuel Support Point,no,no,No,na, ,,Verona Defense Fuel Support Point,act,usaf,NY,-75.591244979,43.126923548
706,System.Byte[],usa,na,Air Force Plant 44,no,no,No,na, ,,Air Force Plant 44,act,usaf,AZ,-110.941594449,32.0975073000001
707,System.Byte[],usa,na,Marine Corps Museum,no,no,No,na, ,,Marine Corps Museum,act,usmc,VA,-77.364727192,38.520361182
708,System.Byte[],usa,na,Barnes Map ANG,no,no,No,na, ,,Barnes Map ANG,act,airNationalGuard,MA,-72.7179961809999,42.1693653610001
709,System.Byte[],usa,na,Air Force Plant 42,no,yes,No,na, ,,Air Force Plant 42,act,usaf,CA,-118.0832,34.6236000000001
710,System.Byte[],usa,na,CSO Hunters Point Annex,no,no,No,na, ,,CSO Hunters Point Annex,care,usn,CA,-122.36389,37.7277800000001
711,System.Byte[],usa,na,Air Force Plant 4,no,no,No,na, ,,Air Force Plant 4,act,usaf,TX,-97.449038188,32.7729472730001
712,System.Byte[],usa,na,Waikele,no,no,Yes,na, ,,Waikele,act,usn,HI,-158.01591245,21.4048566230001
713,System.Byte[],usa,na,CSO NS Treasure Island,no,no,No,na, ,,CSO NS Treasure Island,care,usn,CA,-122.365550032,37.823213093
714,System.Byte[],usa,na,CSO NSY Mare Island,no,no,No,na, ,,CSO NSY Mare Island,care,usn,CA,-122.270000001,38.0986100000001
715,System.Byte[],usa,na,Site 3 NS Long Beach,no,no,No,na, ,,Site 3 NS Long Beach,care,usn,CA,-118.223198368,33.7433450300001
716,System.Byte[],usa,na,MacDill Air Force Base,no,yes,no,na, ,,MacDill Air Force Base,act,usaf,fl,-82.500593526,27.843904121
717,System.Byte[],usa,na,Naval Logistics Support Facility Aguada,no,yes,No,na, ,,Naval Logistics Support Facility Aguada,act,usn,PR,-67.178193127,18.399103988
718,System.Byte[],usa,na,Naval Suffolk Facility,no,yes,no,na, ,,Naval Suffolk Facility,act,usn,va,-76.42347222,36.885524624
719,System.Byte[],usa,na,Camp Blaz,no,yes,No,na, ,,Camp Blaz,act,usn,GU,144.844647937,13.58475822
720,System.Byte[],usa,na,Joint Base Anacostia-Bolling,no,yes,yes,na, ,,Joint Base Anacostia-Bolling,act,usaf,dc,-77.015254043,38.844076053
721,System.Byte[],usa,na,Army Futures Command,no,yes,no,na, ,,Army Futures Command,act,usa,tx,-97.740999954,30.2689747490001
722,System.Byte[],usa,na,Army Research Lab – Orlando Simulations and Training Technology Center,no,yes,no,na, ,,Army Research Lab – Orlando Simulations and Training Technology Center,act,usa,fl,-81.1974689099999,28.5862016740001
723,System.Byte[],usa,na,Barter Island Regional Radar Site,no,yes,no,na, ,,Barter Island Regional Radar Site,act,usaf,AK,-143.635750022,70.1257433050001
724,System.Byte[],usa,na,Biometric Technology Center Defense Forensics and Biometrics,no,yes,no,na, ,,Biometric Technology Center Defense Forensics and Biometrics,act,other,wv,-80.26521959,39.3262842010001
725,System.Byte[],usa,na,Cold Bay Regional Radar Site,no,yes,no,na, ,,Cold Bay Regional Radar Site,act,usaf,AK,-162.887138961,55.263147539
726,System.Byte[],usa,na,Kenai Regional Radar Site,no,yes,no,na, ,,Kenai Regional Radar Site,act,usaf,ak,-151.255997795,60.559794982
727,System.Byte[],usa,na,Kotzebue Regional Radar Site,no,yes,no,na, ,,Kotzebue Regional Radar Site,act,usaf,AK,-162.594077707,66.8473273450001
728,System.Byte[],usa,na,Lisburne Regional Radar Site,no,yes,no,na, ,,Lisburne Regional Radar Site,act,usaf,AK,-166.108433784,68.869934185
729,System.Byte[],usa,na,Naval Logistics Support Activity LaMoure,no,yes,no,na, ,,Naval Logistics Support Activity LaMoure,act,usn,ND,-98.335329421,46.36456228
730,System.Byte[],usa,na,Naval Logistics Support Facility Cutler,no,yes,no,na, ,,Naval Logistics Support Facility Cutler,act,usn,ME,-67.282293983,44.6498512590001
731,System.Byte[],usa,na,Romanzof Regional Radar Site,no,yes,no,na, ,,Romanzof Regional Radar Site,act,usaf,AK,-165.981728891,61.7850918250001
732,System.Byte[],usa,na,Sparrevohn RRS,no,yes,no,na, ,,Sparrevohn RRS,act,usaf,AK,-155.569773589,61.0976218970001
733,System.Byte[],usa,na,Tatalina Regional Radar Site,no,yes,no,na, ,,Tatalina Regional Radar Site,act,usaf,AK,-156.003914462,62.9186473920001
734,System.Byte[],usa,na,Joliet AAP Elwood,no,no,no,na, ,,Joliet AAP Elwood,Excs,usa,IL,-88.0639075,41.362612793
735,System.Byte[],usa,na,Indian Mountain Regional Radar Site,no,yes,no,na, ,a8c97dd1-051d-4529-a32f-62d299152eeb,Indian Mountain Regional Radar Site,act,usaf,AK,-153.733219074,65.98906665
736,System.Byte[],usa,na,Luke AFB,no,yes,no,na, ,1518ed87-bcba-40c2-9445-0bedd2438d33,Luke AFB,act,usaf,AZ,-112.373095631,33.53552475
737,System.Byte[],usa,na,Marine Corps Base Camp Pendleton,no,yes,no,na, ,27104a0e-5814-472c-89eb-dc0060862aa0,Marine Corps Base Camp Pendleton,act,usmc,CA,-117.41666586,33.3646417690001
