"compound","exposure","spec","margin","estimate","p.value","nobs","detect_rate","sig"
"PFOA","all_combined_25km","raw","detect_LPM",0.0241673968530578,0.00024794760555276,2032,0.344488188976378,"***"
"PFOA","all_combined_25km","raw","tobit_censored",0.0556813552489884,0.000234271093683108,2032,0.344488188976378,"***"
"PFOA","all_combined_25km","raw","intensive_detects",0.00830944232619971,0.453118081967621,700,0.344488188976378,""
"PFOA","all_combined_25km","cov","detect_LPM",0.0278261660085888,0.000343525762054173,1894,0.344488188976378,"***"
"PFOA","all_combined_25km","cov","tobit_censored",0.0648945294239633,0.000231275635236325,1894,0.344488188976378,"***"
"PFOA","all_combined_25km","cov","intensive_detects",0.0168542749700461,0.231596756964829,655,0.344488188976378,""
"PFBS","airport_10km","raw","detect_LPM",-0.0531738218442997,0.00281181751818764,2032,0.450787401574803,"***"
"PFBS","airport_10km","raw","tobit_censored",-0.159789069847564,0.000366248563989123,2032,0.450787401574803,"***"
"PFBS","airport_10km","raw","intensive_detects",-0.0688049755018892,0.0507117182718513,916,0.450787401574803,"*"
"PFBS","airport_10km","cov","detect_LPM",-0.0245624647007032,0.204228535168492,1894,0.450787401574803,""
"PFBS","airport_10km","cov","tobit_censored",-0.0733726163031094,0.123137337590281,1894,0.450787401574803,""
"PFBS","airport_10km","cov","intensive_detects",0.0263075787465733,0.511999574693249,841,0.450787401574803,""
"PFBS","airport_25km","raw","detect_LPM",-0.0265764854607052,0.000522853161505954,2032,0.450787401574803,"***"
"PFBS","airport_25km","raw","tobit_censored",-0.0842693367367229,1.55779582991547e-05,2032,0.450787401574803,"***"
"PFBS","airport_25km","raw","intensive_detects",-0.0434878055656347,0.00751421657452316,916,0.450787401574803,"***"
"PFBS","airport_25km","cov","detect_LPM",-0.00815526762177819,0.351119126754516,1894,0.450787401574803,""
"PFBS","airport_25km","cov","tobit_censored",-0.035480124300787,0.101295351786624,1894,0.450787401574803,""
"PFBS","airport_25km","cov","intensive_detects",0.00731578932504731,0.706842915704967,841,0.450787401574803,""
"PFBS","milfire_10km","raw","detect_LPM",-0.293095926769823,2.08648581442081e-14,2032,0.450787401574803,"***"
"PFBS","milfire_10km","raw","tobit_censored",-0.938527476725013,8.8390541033083e-17,2032,0.450787401574803,"***"
"PFBS","milfire_10km","raw","intensive_detects",-0.413483129798156,0.000173483994470766,916,0.450787401574803,"***"
"PFBS","milfire_10km","cov","detect_LPM",-0.260528593282688,1.20235668321134e-07,1894,0.450787401574803,"***"
"PFBS","milfire_10km","cov","tobit_censored",-0.825276892773411,2.78740186269749e-09,1894,0.450787401574803,"***"
"PFBS","milfire_10km","cov","intensive_detects",-0.377391402190161,0.0152425668270692,841,0.450787401574803,"**"
"PFBS","milfire_25km","raw","detect_LPM",-0.108338556510485,3.09624295614792e-12,2032,0.450787401574803,"***"
"PFBS","milfire_25km","raw","tobit_censored",-0.357016408181151,8.38949064201237e-17,2032,0.450787401574803,"***"
"PFBS","milfire_25km","raw","intensive_detects",-0.203885870186215,4.66514446783593e-07,916,0.450787401574803,"***"
"PFBS","milfire_25km","cov","detect_LPM",-0.110077891454195,1.06702795319208e-07,1894,0.450787401574803,"***"
"PFBS","milfire_25km","cov","tobit_censored",-0.352433075045272,9.26926906005096e-11,1894,0.450787401574803,"***"
